# Species	Genes	Alg.-Conn.	GCF_000007045.1	GCF_000014365.1	GCF_000018965.1	GCF_000018985.1	GCF_000019005.1	GCF_000019025.1	GCF_000019265.1	GCF_000019825.1	GCF_000019985.1	GCF_000196595.1
10	10	0.88	NP_358269.1	WP_001224351.1	WP_001224352.1	WP_001224351.1	WP_001224351.1	WP_001224352.1	WP_001224352.1	WP_001224351.1	WP_001224352.1	WP_001224352.1
6	6	0.94	*	*	*	*	WP_001224320.1	WP_001224318.1	WP_001224320.1	WP_001224320.1	WP_001224320.1	WP_001224318.1
10	10	0.901	NP_359281.1	WP_001222228.1	WP_001222228.1	WP_001222228.1	WP_001222225.1	WP_001222228.1	WP_001222228.1	WP_001222228.1	WP_001222228.1	WP_001222228.1
10	10	0.897	NP_359459.1	WP_001220853.1	WP_001220923.1	WP_001220846.1	WP_001220841.1	WP_001220836.1	WP_001220874.1	WP_001220922.1	WP_001220865.1	WP_001220865.1
10	10	0.909	NP_358256.1	WP_001186003.1	WP_001186007.1	WP_001186003.1	WP_001186003.1	WP_001186003.1	WP_001186007.1	WP_001186003.1	WP_001186002.1	WP_001186003.1
10	10	0.901	NP_358229.1	WP_001225550.1	WP_001225557.1	WP_001225557.1	WP_001225556.1	WP_001225550.1	WP_001225557.1	WP_001225564.1	WP_001225556.1	WP_001225550.1
10	10	0.901	NP_358576.1	WP_001219432.1	WP_001219427.1	WP_001219427.1	WP_001219435.1	WP_001219434.1	WP_001219433.1	WP_001219443.1	WP_001219427.1	WP_001219434.1
10	10	0.9	NP_358057.1	WP_001219139.1	WP_001219147.1	WP_001219120.1	WP_001219137.1	WP_001219126.1	WP_001219147.1	WP_001219154.1	WP_001219146.1	WP_001219126.1
10	10	0.901	NP_357598.1	WP_001218707.1	WP_001218714.1	WP_001218707.1	WP_001218707.1	WP_001218707.1	WP_001218707.1	WP_001218708.1	WP_001218707.1	WP_001218707.1
10	10	0.909	NP_358368.1	WP_001218481.1	WP_001218480.1	WP_001218480.1	WP_001218480.1	WP_001218482.1	WP_001218498.1	WP_001218500.1	WP_001218480.1	WP_001218482.1
10	10	0.902	NP_357828.1	WP_001217828.1	WP_001217828.1	WP_001217828.1	WP_001217828.1	WP_001217828.1	WP_001217828.1	WP_001217828.1	WP_001217828.1	WP_001217828.1
10	10	0.902	NP_359118.1	WP_001192007.1	WP_001192007.1	WP_001192007.1	WP_001192007.1	WP_001192007.1	WP_001192007.1	WP_001192007.1	WP_001192007.1	WP_001192007.1
10	10	0.9	NP_358668.1	WP_001216910.1	WP_001216910.1	WP_001216918.1	WP_001216910.1	WP_001216915.1	WP_001216910.1	WP_001216918.1	WP_001216910.1	WP_001216915.1
10	10	0.905	NP_359391.1	WP_001216869.1	WP_001216863.1	WP_001216852.1	WP_001216845.1	WP_001216856.1	WP_001216877.1	WP_001216877.1	WP_001216879.1	WP_001216856.1
10	10	0.876	NP_359235.1	WP_001216179.1	WP_001216185.1	WP_001216185.1	WP_001216185.1	WP_001216176.1	WP_001216185.1	WP_001216185.1	WP_001083985.1	WP_001216190.1
10	10	0.89	NP_358283.1	WP_001216099.1	WP_001216099.1	WP_001216099.1	WP_001216106.1	WP_001216108.1	WP_001216107.1	WP_001216100.1	WP_001216108.1	WP_001216108.1
10	10	0.906	NP_358388.1	WP_001212040.1	WP_001212037.1	WP_001212037.1	WP_001212049.1	WP_001212037.1	WP_001212051.1	WP_001212037.1	WP_001212044.1	WP_001212037.1
10	10	0.89	NP_359592.1	WP_001211279.1	WP_001211274.1	WP_001211273.1	WP_001211273.1	WP_001211278.1	WP_001211273.1	WP_001211282.1	WP_001211273.1	WP_001211278.1
10	10	0.913	NP_358817.1	WP_001842493.1	WP_015898762.1	WP_001827369.1	WP_001813453.1	WP_001816436.1	WP_001839668.1	WP_001817955.1	WP_001828326.1	WP_001816436.1
8	8	0.741	*	WP_000188660.1	WP_001808596.1	*	WP_001808596.1	WP_001816410.1	WP_000188659.1	WP_001812312.1	WP_000188659.1	WP_001808596.1
10	10	0.902	NP_359499.1	WP_001812545.1	WP_012677126.1	WP_001812545.1	WP_001833917.1	WP_001812545.1	WP_001812545.1	WP_001812545.1	WP_001828399.1	WP_001812545.1
8	8	0.949	*	WP_001812553.1	*	WP_001812553.1	WP_001818932.1	WP_001812553.1	WP_001812553.1	WP_001812553.1	WP_001812553.1	WP_001812553.1
10	10	0.903	NP_358131.1	WP_000632595.1	WP_015898735.1	WP_012677057.1	WP_000632594.1	WP_001816285.1	WP_012291599.1	WP_001813088.1	WP_001837024.1	WP_000632597.1
9	9	0.868	*	WP_033682442.1	WP_012386746.1	WP_033609582.1	WP_001844654.1	WP_001813587.1	WP_012386746.1	WP_001813587.1	WP_012386746.1	WP_001844654.1
9	9	0.621	*	WP_001813638.1	WP_000765248.1	WP_001813638.1	WP_000765257.1	WP_001813638.1	WP_000765259.1	WP_001813638.1	WP_000765255.1	WP_001813638.1
4	4	0.967	*	*	*	*	*	*	WP_001814874.1	WP_001814874.1	WP_001814874.1	WP_001814874.1
10	10	0.829	NP_358134.1	WP_001819885.1	WP_001844704.1	WP_001809648.1	WP_001816673.1	WP_000286557.1	WP_000286587.1	WP_001816673.1	WP_000286563.1	WP_000286563.1
6	6	0.943	*	WP_001811939.1	WP_001811939.1	WP_032495831.1	*	*	WP_001811939.1	WP_001811939.1	WP_001811939.1	*
10	10	0.906	NP_359332.1	WP_001812878.1	WP_001818002.1	WP_029669894.1	WP_001812878.1	WP_001821421.1	WP_001812878.1	WP_001818002.1	WP_001818002.1	WP_001821421.1
9	9	0.768	*	WP_001816365.1	WP_001853199.1	WP_001816365.1	WP_001816365.1	WP_001833272.1	WP_001814220.1	WP_001819384.1	WP_033605004.1	WP_001833272.1
10	10	0.506	NP_359253.1	WP_001810061.1	WP_001818935.1	WP_001818935.1	WP_001844973.1	WP_000646799.1	WP_000646798.1	WP_001820785.1	WP_000646799.1	WP_000646799.1
10	10	0.908	NP_359052.1	WP_001812943.1	WP_012677122.1	WP_001814295.1	WP_001812943.1	WP_001814752.1	WP_001812943.1	WP_001821797.1	WP_001828347.1	WP_001814752.1
6	6	0.599	*	WP_001822468.1	WP_001818247.1	WP_001858897.1	*	*	WP_001813732.1	WP_001822468.1	WP_025169922.1	*
8	8	0.765	*	*	WP_001808819.1	WP_001817781.1	WP_025169387.1	WP_001810013.1	WP_001808819.1	WP_001826476.1	WP_001813547.1	WP_001810013.1
10	10	0.898	NP_357777.1	WP_000560901.1	WP_000560899.1	WP_000560899.1	WP_001833551.1	WP_000560899.1	WP_000560899.1	WP_001826480.1	WP_000560899.1	WP_000560899.1
5	5	0.932	*	WP_001809556.1	WP_000225445.1	*	WP_001810397.1	*	WP_001809556.1	WP_001810397.1	*	*
9	9	0.943	*	WP_001836122.1	WP_015898753.1	WP_001809525.1	WP_001809087.1	WP_001809087.1	WP_001827801.1	WP_001809525.1	WP_001813691.1	WP_001809087.1
7	7	0.959	*	WP_001809535.1	WP_001809535.1	*	WP_001809535.1	WP_001809535.1	WP_001809535.1	WP_001809535.1	*	WP_001809535.1
7	7	0.92	*	WP_001809593.1	*	WP_001811531.1	*	WP_001816494.1	WP_001811531.1	WP_001809593.1	WP_001811531.1	WP_001816494.1
9	9	0.928	*	WP_001809609.1	WP_001809609.1	WP_001809609.1	WP_012677098.1	WP_001809609.1	WP_001809609.1	WP_001809609.1	WP_001809609.1	WP_001809609.1
9	9	0.947	*	WP_001809650.1	WP_001809650.1	WP_001809650.1	WP_001809650.1	WP_001809650.1	WP_001809650.1	WP_001809650.1	WP_001809650.1	WP_001809650.1
8	8	0.93	*	WP_001809878.1	WP_001809878.1	WP_001809878.1	WP_001809555.1	WP_001811384.1	WP_001811384.1	WP_001809878.1	WP_001809555.1	*
4	4	0.981	*	WP_001819675.1	WP_001809344.1	*	*	*	WP_041864705.1	WP_001810206.1	*	*
9	9	0.943	*	WP_001808539.1	WP_001839624.1	WP_001810379.1	WP_001810379.1	WP_001808539.1	WP_001808539.1	WP_001810379.1	WP_001808539.1	WP_001808539.1
9	9	0.499	NP_357815.1	WP_001856063.1	WP_041170949.1	*	WP_001813539.1	WP_001815118.1	WP_001810334.1	WP_001826482.1	WP_001813539.1	WP_001814886.1
10	10	0.911	NP_358822.1	WP_001819694.1	WP_000769886.1	WP_000769886.1	WP_000769886.1	WP_001814683.1	WP_001842107.1	WP_001810470.1	WP_001813565.1	WP_001814683.1
4	4	0.977	*	*	WP_001810592.1	*	WP_001810592.1	*	WP_001810592.1	WP_001810592.1	*	*
5	5	0.921	*	WP_001808290.1	*	*	WP_001811373.1	*	WP_001813220.1	WP_001810602.1	WP_001808290.1	*
7	7	0.509	*	*	*	WP_001809023.1	WP_001810834.1	WP_000386134.1	WP_000386134.1	WP_001810834.1	WP_001810834.1	WP_000386134.1
10	10	0.896	NP_358724.1	WP_001810980.1	WP_001810980.1	WP_001810980.1	WP_001810980.1	WP_001810980.1	WP_001812190.1	WP_001810980.1	WP_001812190.1	WP_001810980.1
10	10	0.639	NP_359465.1	WP_001811432.1	WP_000890080.1	WP_000890080.1	WP_001847017.1	WP_000890077.1	WP_001811432.1	WP_001811432.1	WP_000570116.1	WP_000890077.1
10	10	0.629	NP_359492.1	WP_001206584.1	WP_001811072.1	WP_001206584.1	WP_001811794.1	WP_001811794.1	WP_001842129.1	WP_001811794.1	WP_001811794.1	WP_001811794.1
8	8	0.604	*	*	WP_015898768.1	WP_001809961.1	WP_012677107.1	WP_001814667.1	WP_000392015.1	WP_001856989.1	WP_001819083.1	WP_001814667.1
10	10	0.913	NP_359343.1	WP_000749822.1	WP_000749821.1	WP_001813188.1	WP_000749819.1	WP_000749821.1	WP_001826660.1	WP_001826660.1	WP_001835110.1	WP_000749821.1
10	10	0.834	NP_359418.1	WP_001057333.1	WP_001057346.1	WP_001811385.1	WP_001057328.1	WP_001057340.1	WP_001826666.1	WP_001826666.1	WP_001813716.1	WP_001057340.1
10	10	0.9	NP_359435.1	WP_000242108.1	WP_000242107.1	WP_000242112.1	WP_000242098.1	WP_000242107.1	WP_001826669.1	WP_001826669.1	WP_000242112.1	WP_000242107.1
10	10	0.899	NP_359483.1	WP_000356601.1	WP_001815029.1	WP_001815029.1	WP_001845090.1	WP_001815029.1	WP_001815029.1	WP_001826677.1	WP_000356606.1	WP_001815029.1
9	9	0.782	NP_357708.1	WP_000792249.1	WP_012677143.1	*	WP_012677092.1	WP_000792250.1	WP_012291592.1	WP_001842000.1	WP_001812343.1	WP_000792250.1
10	10	0.902	NP_357619.1	WP_001842753.1	WP_001842753.1	WP_001827535.1	WP_033629351.1	WP_001842670.1	WP_001827535.1	WP_001842753.1	WP_001842828.1	WP_001842670.1
10	10	0.905	NP_357626.1	WP_000358433.1	WP_012677111.1	WP_000358437.1	WP_001844860.1	WP_000358436.1	WP_001842036.1	WP_001843622.1	WP_001836998.1	WP_000358436.1
10	10	0.912	NP_358045.1	WP_001242576.1	WP_001833617.1	WP_001242576.1	WP_001242576.1	WP_013193390.1	WP_001856970.1	WP_001856970.1	WP_001844185.1	WP_013193390.1
6	6	0.513	*	*	WP_000782425.1	WP_000782422.1	WP_012677079.1	*	WP_000782425.1	WP_001826631.1	WP_000782429.1	*
10	10	0.78	NP_359096.1	WP_010976599.1	WP_010976599.1	WP_010976599.1	WP_032495813.1	WP_001809608.1	WP_001809608.1	WP_010976599.1	WP_032495813.1	WP_032495813.1
9	9	0.928	NP_358616.1	WP_000400550.1	WP_000400563.1	WP_000400565.1	WP_000400554.1	WP_000400547.1	WP_012291596.1	WP_012512566.1	*	WP_000400547.1
10	10	0.901	NP_358299.1	WP_001856133.1	WP_000188826.1	WP_001813094.1	WP_000188826.1	WP_000188827.1	WP_000188826.1	WP_012512572.1	WP_000188830.1	WP_000188827.1
9	9	0.491	*	WP_001814136.1	WP_000749768.1	WP_001814136.1	WP_001819301.1	WP_000749768.1	WP_000272773.1	WP_012512578.1	WP_001812049.1	WP_000749768.1
10	10	0.903	NP_358567.1	WP_000703358.1	WP_000703361.1	WP_000703357.1	WP_000703361.1	WP_000703361.1	WP_012291629.1	WP_012512582.1	WP_000703358.1	WP_000703361.1
10	10	0.894	NP_358696.1	WP_001809704.1	WP_001809704.1	WP_001823540.1	WP_001823540.1	WP_001812387.1	WP_001809704.1	WP_012512586.1	WP_001812387.1	WP_001812387.1
10	10	0.904	NP_358028.1	WP_000653442.1	WP_000653426.1	WP_001826724.1	WP_000653432.1	WP_001842683.1	WP_001842683.1	WP_012512605.1	WP_000653428.1	WP_001842683.1
9	9	0.931	*	WP_001809505.1	WP_001808894.1	WP_001809505.1	WP_001808894.1	WP_001810089.1	WP_001811332.1	WP_001809505.1	WP_001809505.1	WP_001810089.1
10	10	0.9	NP_359180.1	WP_000257069.1	WP_001836252.1	WP_001866707.1	WP_000257070.1	WP_001816533.1	WP_000257071.1	WP_001826624.1	WP_000257072.1	WP_001816533.1
10	10	0.904	NP_359171.1	WP_001808992.1	WP_015898747.1	WP_001812475.1	WP_001847207.1	WP_001814742.1	WP_001842119.1	WP_001826623.1	WP_001815350.1	WP_001814742.1
10	10	0.902	NP_359098.1	WP_001810114.1	WP_001809610.1	WP_001810114.1	WP_001810114.1	WP_001810114.1	WP_001810114.1	WP_001826616.1	WP_001810114.1	WP_001810114.1
8	8	0.935	*	WP_000338810.1	WP_000338810.1	WP_001820324.1	*	WP_001816460.1	WP_001819445.1	WP_001826596.1	WP_000338807.1	WP_001816460.1
4	4	0.963	*	*	*	*	WP_012677090.1	*	WP_012291586.1	WP_001826592.1	WP_001814258.1	*
10	10	0.896	NP_358725.1	WP_001812191.1	WP_001812191.1	WP_001812191.1	WP_025169395.1	WP_001812191.1	WP_001812191.1	WP_001826580.1	WP_001812191.1	WP_001812191.1
7	7	0.935	*	WP_001808538.1	WP_041170958.1	*	*	WP_001814685.1	WP_001828997.1	WP_001826542.1	WP_001808538.1	WP_001814685.1
9	9	0.948	*	WP_001836117.1	WP_001809072.1	WP_001809072.1	WP_012677109.1	WP_001812744.1	WP_001809072.1	WP_001826541.1	WP_001811987.1	WP_001812744.1
10	10	0.901	NP_358249.1	WP_000515974.1	WP_001812010.1	WP_001812010.1	WP_001846793.1	WP_000515974.1	WP_000515974.1	WP_001826536.1	WP_001812010.1	WP_000515974.1
8	8	0.821	NP_358177.1	WP_001042503.1	WP_001042506.1	*	*	WP_001042496.1	WP_001836424.1	WP_001826528.1	WP_001042505.1	WP_001042496.1
10	10	0.844	NP_358176.1	WP_001812594.1	WP_012677114.1	WP_000554861.1	WP_000554844.1	WP_000554866.1	WP_001859500.1	WP_001826527.1	WP_000554865.1	WP_000554866.1
10	10	0.866	NP_358161.1	WP_000547417.1	WP_001813683.1	WP_001809960.1	WP_001809233.1	WP_001814668.1	WP_001809233.1	WP_001826523.1	WP_001810421.1	WP_001814668.1
8	8	0.933	*	WP_000895070.1	WP_000895062.1	WP_000895070.1	*	WP_000895066.1	WP_001819359.1	WP_001826515.1	WP_000895062.1	WP_000895062.1
10	10	0.899	NP_358101.2	WP_001813261.1	WP_001818763.1	WP_000103741.1	WP_001813261.1	WP_001818763.1	WP_001813261.1	WP_001826511.1	WP_001813261.1	WP_001818763.1
9	9	0.775	*	WP_001812558.1	WP_041170980.1	WP_001834812.1	WP_001815646.1	WP_001808893.1	WP_001811331.1	WP_001826498.1	WP_001834812.1	WP_001808893.1
10	10	0.904	NP_359375.1	WP_001280727.1	WP_001280753.1	WP_001280740.1	WP_001280742.1	WP_001280731.1	WP_001280746.1	WP_001280746.1	WP_001280736.1	WP_001280766.1
10	10	0.794	NP_358331.1	WP_001275919.1	WP_001275913.1	WP_001275920.1	WP_001275919.1	WP_001275912.1	WP_001275925.1	WP_001275918.1	WP_001275921.1	WP_001275919.1
9	9	0.897	*	WP_001277342.1	WP_001277338.1	WP_001277339.1	WP_001277339.1	WP_001277337.1	WP_001277339.1	WP_001277339.1	WP_001277339.1	WP_001277337.1
10	10	0.912	NP_359002.1	WP_001277399.1	WP_001277395.1	WP_001277407.1	WP_001277403.1	WP_001277403.1	WP_001277407.1	WP_001277403.1	WP_001277402.1	WP_001277403.1
10	10	0.904	NP_359470.1	WP_001277916.1	WP_001277933.1	WP_001277932.1	WP_001277925.1	WP_001277911.1	WP_001277914.1	WP_001277915.1	WP_001277918.1	WP_001277911.1
10	10	0.897	NP_359598.1	WP_001278167.1	WP_001278167.1	WP_001278167.1	WP_001278167.1	WP_001278167.1	WP_001278167.1	WP_001278167.1	WP_001278167.1	WP_001278167.1
10	10	0.896	NP_358052.1	WP_001278301.1	WP_001278301.1	WP_001278301.1	WP_001278301.1	WP_001278301.1	WP_001278301.1	WP_001278329.1	WP_001278301.1	WP_001278301.1
10	10	0.908	NP_359005.1	WP_001279128.1	WP_001279143.1	WP_001279160.1	WP_001279122.1	WP_001279133.1	WP_001279125.1	WP_001279132.1	WP_001279131.1	WP_001279133.1
7	7	0.952	*	WP_001280260.1	WP_001280256.1	WP_001280260.1	WP_001279944.1	*	WP_001280259.1	WP_001280257.1	WP_001280108.1	*
10	10	0.906	NP_359137.1	WP_001274085.1	WP_001274093.1	WP_001274091.1	WP_001274095.1	WP_001274088.1	WP_001274078.1	WP_001274093.1	WP_001274089.1	WP_001274088.1
10	10	0.903	NP_357716.1	WP_001282986.1	WP_001282987.1	WP_001282972.1	WP_001282978.1	WP_001282969.1	WP_001282980.1	WP_001282995.1	WP_001282991.1	WP_001282969.1
10	10	0.9	NP_358596.1	WP_001283813.1	WP_001283813.1	WP_001283813.1	WP_001283813.1	WP_001283813.1	WP_001283813.1	WP_001283815.1	WP_001283813.1	WP_001283813.1
10	10	0.901	NP_357665.1	WP_001283896.1	WP_001283896.1	WP_001283896.1	WP_001283896.1	WP_001283896.1	WP_001283896.1	WP_001283896.1	WP_001283896.1	WP_001283896.1
10	10	0.899	NP_357758.1	WP_001284101.1	WP_001284099.1	WP_001284096.1	WP_001284090.1	WP_001284108.1	WP_001284091.1	WP_001284107.1	WP_001284101.1	WP_001284108.1
10	10	0.901	NP_358704.1	WP_001284128.1	WP_001284128.1	WP_001284128.1	WP_001284129.1	WP_001284130.1	WP_001284128.1	WP_001284128.1	WP_001284128.1	WP_001284130.1
10	10	0.903	NP_359331.1	WP_001284359.1	WP_001284361.1	WP_001284361.1	WP_001284359.1	WP_001284361.1	WP_001284359.1	WP_001284361.1	WP_001284361.1	WP_001284361.1
10	10	0.896	NP_357781.1	WP_001284513.1	WP_001284513.1	WP_001284513.1	WP_001284513.1	WP_001284521.1	WP_001284513.1	WP_001284513.1	WP_001284513.1	WP_001284513.1
10	10	0.847	NP_358136.1	WP_001829214.1	WP_001267410.1	WP_001267408.1	WP_001267410.1	WP_001267415.1	WP_001267415.1	WP_001267410.1	WP_001267410.1	WP_001267410.1
10	10	0.914	NP_359613.1	WP_001249454.1	WP_001249454.1	WP_001249454.1	WP_001249454.1	WP_001249454.1	WP_001249455.1	WP_001249454.1	WP_001249454.1	WP_001249454.1
10	10	0.905	NP_357996.1	WP_001253803.1	WP_001253803.1	WP_001253803.1	WP_001253803.1	WP_001253803.1	WP_001253803.1	WP_001253803.1	WP_001253803.1	WP_001253803.1
10	10	0.898	NP_358477.1	WP_001254158.1	WP_001254157.1	WP_001254158.1	WP_001254158.1	WP_001254159.1	WP_001254158.1	WP_001254160.1	WP_001254158.1	WP_001254159.1
10	10	0.861	NP_358577.1	WP_001256254.1	WP_001256250.1	WP_001256250.1	WP_001256250.1	WP_001256250.1	WP_016398151.1	WP_001256258.1	WP_001256250.1	WP_001256250.1
9	9	0.916	*	WP_000417661.1	WP_000989321.1	WP_000417658.1	WP_000989307.1	WP_000451401.1	WP_000989321.1	WP_001261570.1	WP_001261570.1	WP_000451401.1
9	9	0.72	*	WP_001262531.1	WP_001262531.1	WP_001262531.1	WP_001262531.1	WP_001262529.1	WP_001262531.1	WP_001262531.1	WP_001262530.1	WP_001262529.1
10	10	0.899	NP_359535.1	WP_001265622.1	WP_001265622.1	WP_001265622.1	WP_001265622.1	WP_001265622.1	WP_001265622.1	WP_001265622.1	WP_001265622.1	WP_001265622.1
10	10	0.913	NP_358070.1	WP_001266083.1	WP_001266078.1	WP_001266083.1	WP_001266083.1	WP_001266078.1	WP_001266083.1	WP_001266078.1	WP_001266075.1	WP_001266078.1
10	10	0.906	NP_358614.1	WP_001284639.1	WP_001284639.1	WP_001284639.1	WP_001284639.1	WP_001284639.1	WP_001284644.1	WP_001284639.1	WP_001284639.1	WP_001284639.1
10	10	0.901	NP_358293.1	WP_001269460.1	WP_001269469.1	WP_001269466.1	WP_001269465.1	WP_001269466.1	WP_001269460.1	WP_001269452.1	WP_001269466.1	WP_001269466.1
10	10	0.902	NP_359568.1	WP_001269474.1	WP_001269474.1	WP_001269474.1	WP_001269474.1	WP_001269488.1	WP_001269488.1	WP_001269478.1	WP_001269488.1	WP_001269488.1
10	10	0.899	NP_358825.1	WP_001269860.1	WP_001269866.1	WP_001269866.1	WP_001269866.1	WP_001269860.1	WP_001269866.1	WP_001269869.1	WP_001269866.1	WP_001269887.1
10	10	0.897	NP_358903.1	WP_001272961.1	WP_001272961.1	WP_001272961.1	WP_001272941.1	WP_001272941.1	WP_001272961.1	WP_001272945.1	WP_001272961.1	WP_001272941.1
10	10	0.882	NP_358076.1	WP_000247133.1	WP_001273601.1	WP_001273603.1	WP_001273601.1	WP_001273601.1	WP_001273603.1	WP_001273601.1	WP_001273603.1	WP_001273601.1
10	10	0.906	NP_359068.1	WP_001273825.1	WP_001273829.1	WP_001273834.1	WP_001273814.1	WP_001273832.1	WP_001273814.1	WP_001273825.1	WP_001273828.1	WP_001273823.1
10	10	0.899	NP_358334.2	WP_001274000.1	WP_001274000.1	WP_001274003.1	WP_001274000.1	WP_001274003.1	WP_001274000.1	WP_001274003.1	WP_001274000.1	WP_001274003.1
10	10	0.911	NP_357663.1	WP_001810748.1	WP_001809274.1	WP_001810748.1	WP_001809274.1	WP_001809274.1	WP_001810748.1	WP_001809274.1	WP_001809274.1	WP_001810748.1
10	10	0.902	NP_357806.1	WP_001808836.1	WP_001808836.1	WP_001808836.1	WP_001808836.1	WP_001808836.1	WP_001808836.1	WP_001808836.1	WP_001808836.1	WP_001808836.1
9	9	0.961	*	WP_001811735.1	WP_001808889.1	WP_001810356.1	WP_001846568.1	WP_001810356.1	WP_001808889.1	WP_001808889.1	WP_001813675.1	WP_001810356.1
9	9	0.617	*	WP_001856097.1	WP_001808890.1	WP_001808890.1	WP_001808890.1	WP_001808890.1	WP_001808890.1	WP_001808890.1	WP_001813674.1	WP_001808890.1
7	7	0.954	*	WP_001810059.1	WP_001809016.1	WP_001810059.1	WP_001845227.1	*	WP_001810059.1	WP_001809016.1	WP_001809016.1	*
8	8	0.626	*	WP_010976492.1	WP_015898758.1	WP_001808514.1	WP_001812421.1	*	WP_001809102.1	WP_001809102.1	WP_001808514.1	WP_000583432.1
9	9	0.949	*	WP_010976582.1	WP_001811186.1	WP_001811186.1	WP_001809150.1	WP_001809150.1	WP_001809150.1	WP_001809150.1	WP_001811186.1	WP_001809150.1
10	10	0.908	NP_358758.1	WP_000808288.1	WP_012677132.1	WP_001809228.1	WP_000808288.1	WP_001810629.1	WP_012291612.1	WP_001809228.1	WP_000808288.1	WP_001810629.1
10	10	0.892	NP_357620.1	WP_001809263.1	WP_001809263.1	WP_001809263.1	WP_001809263.1	WP_001809263.1	WP_001809263.1	WP_001809263.1	WP_001809263.1	WP_001809263.1
10	10	0.823	NP_358071.1	WP_001810863.1	WP_001231506.1	WP_001808916.1	WP_001808916.1	WP_001808916.1	WP_001810863.1	WP_001808691.1	WP_001231506.1	WP_001808916.1
10	10	0.901	NP_359385.1	WP_001809310.1	WP_001809310.1	WP_001809310.1	WP_001809310.1	WP_001809310.1	WP_001809310.1	WP_001809310.1	WP_001809310.1	WP_001809310.1
8	8	0.964	*	*	WP_001812249.1	WP_001809343.1	WP_001809343.1	WP_001809343.1	WP_001811698.1	WP_001809343.1	WP_001812249.1	WP_001809343.1
10	10	0.892	NP_359414.1	WP_001809375.1	WP_001809375.1	WP_001809375.1	WP_001809375.1	WP_001809375.1	WP_001809375.1	WP_001809375.1	WP_001809375.1	WP_001809375.1
9	9	0.824	*	WP_010976525.1	WP_041170962.1	WP_032495913.1	WP_001811351.1	WP_001811351.1	WP_001811351.1	WP_001809392.1	WP_001811351.1	WP_001811351.1
7	7	0.939	*	WP_001809441.1	*	WP_001808767.1	*	WP_001809441.1	WP_001809441.1	WP_001809441.1	WP_001809441.1	WP_001809441.1
9	9	0.904	NP_357819.1	WP_001809467.1	WP_001809467.1	WP_001809467.1	*	WP_001809467.1	WP_001808840.1	WP_001809467.1	WP_001809467.1	WP_001809467.1
10	10	0.729	NP_357851.1	WP_001809471.1	WP_001809471.1	WP_001812361.1	WP_001809471.1	WP_001812361.1	WP_033606670.1	WP_001809471.1	WP_001809471.1	WP_032496160.1
10	10	0.898	NP_359569.1	WP_001249319.1	WP_001249318.1	WP_001249319.1	WP_001249309.1	WP_001249319.1	WP_001249319.1	WP_001249319.1	WP_001249319.1	WP_001249319.1
10	10	0.855	NP_358107.1	WP_001819358.1	WP_001844589.1	WP_012677043.1	WP_001844589.1	WP_001814186.1	WP_001811621.1	WP_001808618.1	WP_001811621.1	WP_001814186.1
10	10	0.882	NP_358579.1	WP_001841691.1	WP_001808548.1	WP_001808548.1	WP_001808548.1	WP_001808548.1	WP_001808548.1	WP_001808548.1	WP_001808548.1	WP_001808548.1
6	6	0.783	*	WP_001811747.1	WP_001819224.1	WP_012677053.1	WP_001818933.1	*	WP_001811747.1	WP_001808475.1	*	*
10	10	0.904	NP_359553.1	WP_001808444.1	WP_001808444.1	WP_001808444.1	WP_001808444.1	WP_001808444.1	WP_025168872.1	WP_001808444.1	WP_001808444.1	WP_001808444.1
10	10	0.911	NP_358241.1	WP_001294319.1	WP_001294282.1	WP_001294318.1	WP_001294318.1	WP_001294322.1	WP_001294315.1	WP_001294281.1	WP_001294320.1	WP_001294322.1
10	10	0.897	NP_358748.1	WP_001293822.1	WP_001293836.1	WP_001293838.1	WP_001293845.1	WP_001293845.1	WP_001293845.1	WP_001293831.1	WP_001293845.1	WP_001293845.1
10	10	0.913	NP_358290.2	WP_001291370.1	WP_001291366.1	WP_001291369.1	WP_001291372.1	WP_001291375.1	WP_001291363.1	WP_001291370.1	WP_001291396.1	WP_001291375.1
10	10	0.901	NP_359295.1	WP_001291296.1	WP_001291293.1	WP_001291293.1	WP_001291296.1	WP_001291293.1	WP_001291294.1	WP_001291293.1	WP_001291293.1	WP_001291293.1
10	10	0.903	NP_359550.1	WP_001290378.1	WP_001290378.1	WP_001290372.1	WP_001290378.1	WP_001290378.1	WP_001290381.1	WP_001290378.1	WP_001290378.1	WP_001290378.1
10	10	0.902	NP_358698.1	WP_001289493.1	WP_001289493.1	WP_001289493.1	WP_001289496.1	WP_001289493.1	WP_001289493.1	WP_001289493.1	WP_001289493.1	WP_001289493.1
6	6	0.844	NP_357816.1	WP_001289363.1	*	WP_032495824.1	*	WP_001289364.1	WP_001289367.1	WP_001289360.1	*	*
10	10	0.902	NP_359383.1	WP_001288288.1	WP_001288288.1	WP_001288289.1	WP_001288288.1	WP_001288288.1	WP_001288289.1	WP_001288289.1	WP_001288288.1	WP_001288288.1
10	10	0.901	NP_358805.1	WP_001287278.1	WP_001287284.1	WP_001287278.1	WP_001287278.1	WP_001287278.1	WP_001287278.1	WP_001287280.1	WP_001287278.1	WP_001287278.1
10	10	0.905	NP_359029.1	WP_001287230.1	WP_001287230.1	WP_001287230.1	WP_001287230.1	WP_001287224.1	WP_001287226.1	WP_001287233.1	WP_001287230.1	WP_001287224.1
